countyFIPS,County Name,No Diploma,High School,Associate's,Bachelor's,Graduate,Foreign Born
0500000US35043,"Sandoval County, New Mexico",4615,26993,10892,19438,14239,7948
0500000US35045,"San Juan County, New Mexico",8880,24706,12624,6661,5050,2258
0500000US35049,"Santa Fe County, New Mexico",6777,21824,8008,24250,21033,19146
0500000US35061,"Valencia County, New Mexico",4441,16506,5034,4939,5032,4645
0500000US36001,"Albany County, New York",10898,43776,25706,47956,41878,31149
0500000US36005,"Bronx County, New York",131428,271874,72701,118282,71893,477678
0500000US36007,"Broome County, New York",8350,39186,17014,17423,16926,12938
0500000US36009,"Cattaraugus County, New York",3206,20668,6451,6018,5241,1487
0500000US36011,"Cayuga County, New York",4662,18648,6785,8300,4688,1718
0500000US36013,"Chautauqua County, New York",5901,29846,11968,13016,10089,2385
0500000US36015,"Chemung County, New York",3760,19181,8344,8165,6883,2668
0500000US36019,"Clinton County, New York",4771,20090,5680,8023,6247,3649
0500000US36027,"Dutchess County, New York",10433,57180,22457,39690,33579,33801
0500000US36029,"Erie County, New York",29116,181853,82794,124738,95701,63354
0500000US36045,"Jefferson County, New York",4599,25321,8211,9421,6241,5330
0500000US36047,"Kings County, New York",138229,472167,103381,419822,277094,905490
0500000US36051,"Livingston County, New York",2577,14509,6130,5669,4920,1862
0500000US36053,"Madison County, New York",2613,18088,7220,6581,5029,1937
0500000US36055,"Monroe County, New York",30907,114172,60445,119003,91519,67326
0500000US36059,"Nassau County, New York",32413,207529,74645,249842,198328,315496
0500000US36061,"New York County, New York",73291,158877,43093,403257,372367,453153
0500000US36063,"Niagara County, New York",9166,47012,19529,26350,16165,8293
0500000US36065,"Oneida County, New York",11641,48085,18489,25480,19334,21443
0500000US36067,"Onondaga County, New York",16988,82893,37997,63102,51861,37317
0500000US36069,"Ontario County, New York",3142,20647,9869,16279,14417,3277
0500000US36071,"Orange County, New York",16664,67933,25753,42409,35379,42453
0500000US36075,"Oswego County, New York",6756,28518,9724,10372,7333,2530
0500000US36079,"Putnam County, New York",3334,19030,5039,15240,12261,13888
0500000US36081,"Queens County, New York",112726,446542,130799,334272,207624,1072916
0500000US36083,"Rensselaer County, New York",6628,31615,15091,20896,18203,10378
0500000US36085,"Richmond County, New York",20405,97259,24334,71914,48875,111846
0500000US36087,"Rockland County, New York",13065,43317,16781,46487,39510,69780
0500000US36089,"St. Lawrence County, New York",5565,25602,8925,8684,7733,3639
0500000US36091,"Saratoga County, New York",8199,40812,18279,40148,30363,13514
0500000US36093,"Schenectady County, New York",5004,31368,13345,22627,15566,19150
0500000US36101,"Steuben County, New York",3973,24600,9216,8066,8475,3119
0500000US36103,"Suffolk County, New York",52210,271535,102027,214035,182346,230278
0500000US36105,"Sullivan County, New York",3701,19121,4645,8049,5982,6093
0500000US36109,"Tompkins County, New York",1599,10180,5483,14218,19741,13041
0500000US36111,"Ulster County, New York",8088,37183,15701,21405,21327,13422
0500000US36113,"Warren County, New York",2356,13350,6299,9064,7148,2171
0500000US36117,"Wayne County, New York",4695,21727,8422,8970,6484,3448
0500000US36119,"Westchester County, New York",34342,129521,42724,171264,174038,247140
0500000US37001,"Alamance County, North Carolina",8550,34596,12532,20362,8575,14641
0500000US37019,"Brunswick County, North Carolina",5720,30257,13633,24064,13767,5139
0500000US37021,"Buncombe County, North Carolina",9309,46011,20744,48140,30166,20545
0500000US37023,"Burke County, North Carolina",6986,22081,8215,7212,5268,6612
0500000US37025,"Cabarrus County, North Carolina",7993,37386,13994,32289,16918,21293
0500000US37027,"Caldwell County, North Carolina",8791,17289,6953,7575,2405,2489
0500000US37031,"Carteret County, North Carolina",3711,13771,4228,9610,6509,2219
0500000US37035,"Catawba County, North Carolina",9854,32022,14157,18487,7530,11006
0500000US37037,"Chatham County, North Carolina",3505,11838,4588,11889,12334,9144
0500000US37045,"Cleveland County, North Carolina",5984,23511,7841,8063,4388,2940
0500000US37049,"Craven County, North Carolina",4453,18526,10593,9188,5685,5872
0500000US37051,"Cumberland County, North Carolina",13128,56438,22750,32889,18950,23266
0500000US37057,"Davidson County, North Carolina",10343,42438,11144,15734,7004,9509
0500000US37063,"Durham County, North Carolina",10995,41630,14953,53718,56313,51391
0500000US37067,"Forsyth County, North Carolina",16959,68338,23133,52474,33401,30996
0500000US37069,"Franklin County, North Carolina",3725,14923,6945,8029,2741,4701
0500000US37071,"Gaston County, North Carolina",16326,46675,14517,26059,10789,11900
0500000US37081,"Guilford County, North Carolina",26803,80865,34587,85797,47266,62470
0500000US37085,"Harnett County, North Carolina",6820,26710,10761,14644,6590,7498
0500000US37089,"Henderson County, North Carolina",5960,21545,9674,16647,9891,7190
0500000US37097,"Iredell County, North Carolina",8821,35183,13401,26784,12172,11792
0500000US37101,"Johnston County, North Carolina",10647,34542,22601,25189,8261,18626
0500000US37109,"Lincoln County, North Carolina",3577,20213,7625,10679,5445,3705
0500000US37119,"Mecklenburg County, North Carolina",35679,121680,64340,224061,119534,175616
0500000US37125,"Moore County, North Carolina",3655,15840,7016,18958,9840,5138
0500000US37127,"Nash County, North Carolina",6301,24324,6949,9016,2589,3846
0500000US37129,"New Hanover County, North Carolina",7897,31044,16141,45487,24406,12512
0500000US37133,"Onslow County, North Carolina",6448,32295,13905,19019,7770,8142
0500000US37135,"Orange County, North Carolina",3474,12281,5619,27064,32028,18179
0500000US37147,"Pitt County, North Carolina",9074,28701,14350,21609,14348,9878
0500000US37151,"Randolph County, North Carolina",12036,34692,10565,10120,4857,7517
0500000US37155,"Robeson County, North Carolina",13201,29451,8467,8482,4157,6015
0500000US37157,"Rockingham County, North Carolina",8295,27272,5687,6318,3094,2102
0500000US37159,"Rowan County, North Carolina",8214,29968,12682,11231,6748,7870
0500000US37161,"Rutherford County, North Carolina",4596,15183,4603,7102,2421,2349
0500000US37171,"Surry County, North Carolina",5935,13858,7127,6736,2591,3872
0500000US37179,"Union County, North Carolina",8726,36140,13190,39100,18682,24117
0500000US37183,"Wake County, North Carolina",29682,113857,57909,245903,158595,154685
0500000US37191,"Wayne County, North Carolina",5206,25703,11174,9504,5078,8318
0500000US37193,"Wilkes County, North Carolina",5670,17410,4758,6393,1883,2531
0500000US37195,"Wilson County, North Carolina",6300,17984,5490,7023,3591,4926
0500000US38015,"Burleigh County, North Dakota",1610,15382,9748,16286,6756,3234
0500000US38017,"Cass County, North Dakota",3199,25953,12896,33247,15551,13576
0500000US38035,"Grand Forks County, North Dakota",1007,8016,6809,8926,6688,3102
0500000US38101,"Ward County, North Dakota",1078,12454,6904,8745,3668,3710
0500000US39003,"Allen County, Ohio",4951,28962,5424,9208,4179,1209
0500000US39007,"Ashtabula County, Ohio",5526,31105,4941,6803,2502,1383
0500000US39009,"Athens County, Ohio",1957,11564,3379,6432,7094,2578
0500000US39013,"Belmont County, Ohio",3296,22523,5610,5431,2900,1102
0500000US39017,"Butler County, Ohio",16313,83176,19897,51551,27186,26706
0500000US39023,"Clark County, Ohio",7264,38412,9139,8578,6328,2275
0500000US39025,"Clermont County, Ohio",9783,45977,11167,28477,13577,4034
0500000US39029,"Columbiana County, Ohio",4183,34262,7660,7649,3832,1222
0500000US39035,"Cuyahoga County, Ohio",58735,235550,72462,172875,121361,102746
0500000US39041,"Delaware County, Ohio",4337,25538,9440,43735,28561,16510
0500000US39043,"Erie County, Ohio",2977,19914,5449,8302,4711,1048
0500000US39045,"Fairfield County, Ohio",4813,36134,9302,21174,10408,6508
0500000US39049,"Franklin County, Ohio",49622,207801,59506,231548,137995,151135
0500000US39055,"Geauga County, Ohio",1973,16874,6100,14817,8327,2746
0500000US39057,"Greene County, Ohio",4436,26857,9343,26794,19939,7481
0500000US39061,"Hamilton County, Ohio",32499,143561,46589,130468,92711,49101
0500000US39063,"Hancock County, Ohio",3277,18331,4442,7524,6491,2259
0500000US39081,"Jefferson County, Ohio",2475,21190,5148,5884,2977,931
0500000US39085,"Lake County, Ohio",9457,51708,17275,29269,14468,12328
0500000US39089,"Licking County, Ohio",8389,39813,12862,21227,11034,6126
0500000US39093,"Lorain County, Ohio",17113,68192,24831,32677,21178,8631
0500000US39095,"Lucas County, Ohio",23733,85364,29911,49217,29801,14041
0500000US39099,"Mahoning County, Ohio",11106,58602,12648,27134,14156,6273
0500000US39101,"Marion County, Ohio",4395,20235,3435,3854,2419,1755
0500000US39103,"Medina County, Ohio",5261,38595,11715,28259,15951,4995
0500000US39109,"Miami County, Ohio",4315,27063,7547,9480,6672,2833
0500000US39113,"Montgomery County, Ohio",25776,98494,34247,63757,40718,24806
0500000US39119,"Muskingum County, Ohio",6026,24470,5157,6334,4572,507
0500000US39133,"Portage County, Ohio",5912,40809,7856,18317,12218,5243
0500000US39139,"Richland County, Ohio",6597,34298,9651,9555,6497,1519
0500000US39141,"Ross County, Ohio",3810,24885,4842,5965,2644,677
